,v1,v2,v3,v4,v5,word_length,nltk_tokens,spaCy_tokens,nltk_lemmatization,spaCy_lemmatization
2644,ham,My friends use to call the same.,,,,32,"['My', 'friends', 'use', 'to', 'call', 'the', 'same', '.']","['My', 'friends', 'use', 'to', 'call', 'the', 'same', '.']","['My', 'friend', 'use', 'to', 'call', 'the', 'same', '.']","['my', 'friend', 'use', 'to', 'call', 'the', 'same', '.']"
2645,ham,"Sorry, I'll call later",,,,22,"['Sorry', ',', 'I', ""'ll"", 'call', 'later']","['Sorry', ',', 'I', ""'ll"", 'call', 'later']","['Sorry', ',', 'I', ""'ll"", 'call', 'later']","['sorry', ',', 'I', 'will', 'call', 'later']"
2646,ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",,,,107,"['Em', ',', 'its', 'olowoyey', '@', 'usc.edu', 'have', 'a', 'great', 'time', 'in', 'argentina', '.', 'Not', 'sad', 'about', 'secretary', ',', 'everything', 'is', 'a', 'blessing']","['Em', ',', 'its', 'olowoyey@', 'usc.edu', 'have', 'a', 'great', 'time', 'in', 'argentina', '.', 'Not', 'sad', 'about', 'secretary', ',', 'everything', 'is', 'a', 'blessing']","['Em', ',', 'it', 'olowoyey', '@', 'usc.edu', 'have', 'a', 'great', 'time', 'in', 'argentina', '.', 'Not', 'sad', 'about', 'secretary', ',', 'everything', 'is', 'a', 'blessing']","['em', ',', 'its', 'olowoyey@', 'usc.edu', 'have', 'a', 'great', 'time', 'in', 'argentina', '.', 'not', 'sad', 'about', 'secretary', ',', 'everything', 'be', 'a', 'blessing']"
2647,ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",,,,46,"['It', ',', ',s', 'a', 'taxt', 'massage', '....', 'tie-pos', 'argh', 'ok', '!', 'Lool', '!']","['It,,s', 'a', 'taxt', 'massage', '....', 'tie', '-', 'pos', 'argh', 'ok', '!', 'Lool', '!']","['It', ',', ',s', 'a', 'taxt', 'massage', '....', 'tie-pos', 'argh', 'ok', '!', 'Lool', '!']","['it,,s', 'a', 'taxt', 'massage', '....', 'tie', '-', 'pos', 'argh', 'ok', '!', 'Lool', '!']"
2648,ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",,,,96,"['Hi', ',', 'can', 'i', 'please', 'get', 'a', '&', 'lt', ';', '#', '&', 'gt', ';', 'dollar', 'loan', 'from', 'you', '.', 'I.ll', 'pay', 'you', 'back', 'by', 'mid', 'february', '.', 'Pls', '.']","['Hi', ',', 'can', 'i', 'please', 'get', 'a', ' ', '&', 'lt;#&gt', ';', ' ', 'dollar', 'loan', 'from', 'you', '.', 'I.ll', 'pay', 'you', 'back', 'by', 'mid', 'february', '.', 'Pls', '.']","['Hi', ',', 'can', 'i', 'please', 'get', 'a', '&', 'lt', ';', '#', '&', 'gt', ';', 'dollar', 'loan', 'from', 'you', '.', 'I.ll', 'pay', 'you', 'back', 'by', 'mid', 'february', '.', 'Pls', '.']","['Hi', ',', 'can', 'I', 'please', 'get', 'a', ' ', '&', 'lt;#&gt', ';', ' ', 'dollar', 'loan', 'from', 'you', '.', 'i.ll', 'pay', 'you', 'back', 'by', 'mid', 'february', '.', 'pl', '.']"
2649,ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",,,,157,"['You', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spending', 'it', 'if', 'you', 'can', ',', 'I', 'do', ""n't"", 'have', 'much', 'confidence', 'in', 'derek', 'and', 'taylor', ""'s"", 'money', 'management']","['You', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spending', 'it', 'if', 'you', 'can', ',', 'I', 'do', ""n't"", 'have', 'much', 'confidence', 'in', 'derek', 'and', 'taylor', ""'s"", 'money', 'management']","['You', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spending', 'it', 'if', 'you', 'can', ',', 'I', 'do', ""n't"", 'have', 'much', 'confidence', 'in', 'derek', 'and', 'taylor', ""'s"", 'money', 'management']","['you', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spend', 'it', 'if', 'you', 'can', ',', 'I', 'do', 'not', 'have', 'much', 'confidence', 'in', 'derek', 'and', 'taylor', ""'s"", 'money', 'management']"
2650,ham,Do you like shaking your booty on the dance floor?,,,,50,"['Do', 'you', 'like', 'shaking', 'your', 'booty', 'on', 'the', 'dance', 'floor', '?']","['Do', 'you', 'like', 'shaking', 'your', 'booty', 'on', 'the', 'dance', 'floor', '?']","['Do', 'you', 'like', 'shaking', 'your', 'booty', 'on', 'the', 'dance', 'floor', '?']","['do', 'you', 'like', 'shake', 'your', 'booty', 'on', 'the', 'dance', 'floor', '?']"
2651,ham,"Text me when you get off, don't call, my phones having problems",,,,63,"['Text', 'me', 'when', 'you', 'get', 'off', ',', 'do', ""n't"", 'call', ',', 'my', 'phones', 'having', 'problems']","['Text', 'me', 'when', 'you', 'get', 'off', ',', 'do', ""n't"", 'call', ',', 'my', 'phones', 'having', 'problems']","['Text', 'me', 'when', 'you', 'get', 'off', ',', 'do', ""n't"", 'call', ',', 'my', 'phone', 'having', 'problem']","['text', 'I', 'when', 'you', 'get', 'off', ',', 'do', 'not', 'call', ',', 'my', 'phone', 'have', 'problem']"
2652,ham,No need for the drug anymore.,,,,29,"['No', 'need', 'for', 'the', 'drug', 'anymore', '.']","['No', 'need', 'for', 'the', 'drug', 'anymore', '.']","['No', 'need', 'for', 'the', 'drug', 'anymore', '.']","['no', 'need', 'for', 'the', 'drug', 'anymore', '.']"
2653,ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,,,,87,"['Sorry', 'da', ':', ')', 'i', 'was', 'thought', 'of', 'calling', 'you', 'lot', 'of', 'times', ':', ')', 'lil', 'busy.i', 'will', 'call', 'you', 'at', 'noon', '..']","['Sorry', 'da:)i', 'was', 'thought', 'of', 'calling', 'you', 'lot', 'of', 'times:)lil', 'busy.i', 'will', 'call', 'you', 'at', 'noon', '..']","['Sorry', 'da', ':', ')', 'i', 'wa', 'thought', 'of', 'calling', 'you', 'lot', 'of', 'time', ':', ')', 'lil', 'busy.i', 'will', 'call', 'you', 'at', 'noon', '..']","['sorry', 'da:)i', 'be', 'think', 'of', 'call', 'you', 'lot', 'of', 'times:)lil', 'busy.i', 'will', 'call', 'you', 'at', 'noon', '..']"
2654,ham,Its sarcasm.. .nt scarcasim,,,,27,"['Its', 'sarcasm', '..', '.nt', 'scarcasim']","['Its', 'sarcasm', '..', '.nt', 'scarcasim']","['Its', 'sarcasm', '..', '.nt', 'scarcasim']","['its', 'sarcasm', '..', '.nt', 'scarcasim']"
2655,ham,Great! I have to run now so ttyl!,,,,33,"['Great', '!', 'I', 'have', 'to', 'run', 'now', 'so', 'ttyl', '!']","['Great', '!', 'I', 'have', 'to', 'run', 'now', 'so', 'ttyl', '!']","['Great', '!', 'I', 'have', 'to', 'run', 'now', 'so', 'ttyl', '!']","['great', '!', 'I', 'have', 'to', 'run', 'now', 'so', 'ttyl', '!']"
2656,ham,Feel like trying kadeem again? :V,,,,33,"['Feel', 'like', 'trying', 'kadeem', 'again', '?', ':', 'V']","['Feel', 'like', 'trying', 'kadeem', 'again', '?', ':', 'V']","['Feel', 'like', 'trying', 'kadeem', 'again', '?', ':', 'V']","['feel', 'like', 'try', 'kadeem', 'again', '?', ':', 'v']"
2657,ham,Dai  &lt;#&gt;  naal eruku.,,,,27,"['Dai', '&', 'lt', ';', '#', '&', 'gt', ';', 'naal', 'eruku', '.']","['Dai', ' ', '&', 'lt;#&gt', ';', ' ', 'naal', 'eruku', '.']","['Dai', '&', 'lt', ';', '#', '&', 'gt', ';', 'naal', 'eruku', '.']","['Dai', ' ', '&', 'lt;#&gt', ';', ' ', 'naal', 'eruku', '.']"
2658,ham,Not yet chikku..wat abt u?,,,,26,"['Not', 'yet', 'chikku', '..', 'wat', 'abt', 'u', '?']","['Not', 'yet', 'chikku', '..', 'wat', 'abt', 'u', '?']","['Not', 'yet', 'chikku', '..', 'wat', 'abt', 'u', '?']","['not', 'yet', 'chikku', '..', 'wat', 'abt', 'u', '?']"
2659,ham,Ok...,,,,5,"['Ok', '...']","['Ok', '...']","['Ok', '...']","['ok', '...']"
2660,ham,Want to finally have lunch today?,,,,33,"['Want', 'to', 'finally', 'have', 'lunch', 'today', '?']","['Want', 'to', 'finally', 'have', 'lunch', 'today', '?']","['Want', 'to', 'finally', 'have', 'lunch', 'today', '?']","['want', 'to', 'finally', 'have', 'lunch', 'today', '?']"
2661,ham,Do you know when dad will be back?,,,,34,"['Do', 'you', 'know', 'when', 'dad', 'will', 'be', 'back', '?']","['Do', 'you', 'know', 'when', 'dad', 'will', 'be', 'back', '?']","['Do', 'you', 'know', 'when', 'dad', 'will', 'be', 'back', '?']","['do', 'you', 'know', 'when', 'dad', 'will', 'be', 'back', '?']"
2662,spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",,,,130,"['Hello', 'darling', 'how', 'are', 'you', 'today', '?', 'I', 'would', 'love', 'to', 'have', 'a', 'chat', ',', 'why', 'dont', 'you', 'tell', 'me', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'are', 'in', 'to', 'sexy', '?']","['Hello', 'darling', 'how', 'are', 'you', 'today', '?', 'I', 'would', 'love', 'to', 'have', 'a', 'chat', ',', 'why', 'do', 'nt', 'you', 'tell', 'me', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'are', 'in', 'to', 'sexy', '?']","['Hello', 'darling', 'how', 'are', 'you', 'today', '?', 'I', 'would', 'love', 'to', 'have', 'a', 'chat', ',', 'why', 'dont', 'you', 'tell', 'me', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'are', 'in', 'to', 'sexy', '?']","['hello', 'darling', 'how', 'be', 'you', 'today', '?', 'I', 'would', 'love', 'to', 'have', 'a', 'chat', ',', 'why', 'do', 'not', 'you', 'tell', 'I', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'be', 'in', 'to', 'sexy', '?']"
2663,spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,,,,165,"['8007', 'FREE', 'for', '1st', 'week', '!', 'No1', 'Nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'NOKIA', 'to', '8007', 'Get', 'txting', 'and', 'tell', 'ur', 'mates', 'www.getzed.co.uk', 'POBox', '36504', 'W4', '5WQ', 'norm', '150p/tone', '16+']","['8007', 'FREE', 'for', '1st', 'week', '!', 'No1', 'Nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'NOKIA', 'to', '8007', 'Get', 'txting', 'and', 'tell', 'ur', 'mates', 'www.getzed.co.uk', 'POBox', '36504', 'W4', '5WQ', 'norm', '150p', '/', 'tone', '16', '+']","['8007', 'FREE', 'for', '1st', 'week', '!', 'No1', 'Nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'NOKIA', 'to', '8007', 'Get', 'txting', 'and', 'tell', 'ur', 'mate', 'www.getzed.co.uk', 'POBox', '36504', 'W4', '5WQ', 'norm', '150p/tone', '16+']","['8007', 'free', 'for', '1st', 'week', '!', 'No1', 'Nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'NOKIA', 'to', '8007', 'get', 'txte', 'and', 'tell', 'ur', 'mate', 'www.getzed.co.uk', 'pobox', '36504', 'W4', '5WQ', 'norm', '150p', '/', 'tone', '16', '+']"
2664,ham,He remains a bro amongst bros,,,,29,"['He', 'remains', 'a', 'bro', 'amongst', 'bros']","['He', 'remains', 'a', 'bro', 'amongst', 'bros']","['He', 'remains', 'a', 'bro', 'amongst', 'bros']","['he', 'remain', 'a', 'bro', 'amongst', 'bros']"
2665,ham,R u meeting da ge at nite tmr?,,,,30,"['R', 'u', 'meeting', 'da', 'ge', 'at', 'nite', 'tmr', '?']","['R', 'u', 'meeting', 'da', 'ge', 'at', 'nite', 'tmr', '?']","['R', 'u', 'meeting', 'da', 'ge', 'at', 'nite', 'tmr', '?']","['r', 'u', 'meeting', 'da', 'ge', 'at', 'nite', 'tmr', '?']"
2666,ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",,,,140,"['*', 'Was', 'a', 'nice', 'day', 'and', ',', 'impressively', ',', 'i', 'was', 'sensible', ',', 'went', 'home', 'early', 'and', 'now', 'feel', 'fine', '.', 'Or', 'am', 'i', 'just', 'boring', '?', '!', 'When', ""'s"", 'yours', ',', 'i', 'ca', ""n't"", 'remember', '.']","['*', 'Was', 'a', 'nice', 'day', 'and', ',', 'impressively', ',', 'i', 'was', 'sensible', ',', 'went', 'home', 'early', 'and', 'now', 'feel', 'fine', '.', 'Or', 'am', 'i', 'just', 'boring', '?', '!', 'When', ""'s"", 'yours', ',', 'i', 'ca', ""n't"", 'remember', '.']","['*', 'Was', 'a', 'nice', 'day', 'and', ',', 'impressively', ',', 'i', 'wa', 'sensible', ',', 'went', 'home', 'early', 'and', 'now', 'feel', 'fine', '.', 'Or', 'am', 'i', 'just', 'boring', '?', '!', 'When', ""'s"", 'yours', ',', 'i', 'ca', ""n't"", 'remember', '.']","['*', 'be', 'a', 'nice', 'day', 'and', ',', 'impressively', ',', 'I', 'be', 'sensible', ',', 'go', 'home', 'early', 'and', 'now', 'feel', 'fine', '.', 'or', 'be', 'I', 'just', 'boring', '?', '!', 'when', 'be', 'your', ',', 'I', 'can', 'not', 'remember', '.']"
2667,ham,Why de. You looking good only:-)..,,,,34,"['Why', 'de', '.', 'You', 'looking', 'good', 'only', ':', '-', ')', '..']","['Why', 'de', '.', 'You', 'looking', 'good', 'only:-', ')', '..']","['Why', 'de', '.', 'You', 'looking', 'good', 'only', ':', '-', ')', '..']","['why', 'de', '.', 'you', 'look', 'good', 'only:-', ')', '..']"
2668,spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,,,,163,"['Wan', 'na', 'get', 'laid', '2nite', '?', 'Want', 'real', 'Dogging', 'locations', 'sent', 'direct', 'to', 'ur', 'mobile', '?', 'Join', 'the', 'UK', ""'s"", 'largest', 'Dogging', 'Network', '.', 'Txt', 'PARK', 'to', '69696', 'now', '!', 'Nyt', '.', 'ec2a', '.', '3lp', 'å£1.50/msg']","['Wanna', 'get', 'laid', '2nite', '?', 'Want', 'real', 'Dogging', 'locations', 'sent', 'direct', 'to', 'ur', 'mobile', '?', 'Join', 'the', 'UK', ""'s"", 'largest', 'Dogging', 'Network', '.', 'Txt', 'PARK', 'to', '69696', 'now', '!', 'Nyt', '.', 'ec2a', '.', '3lp', 'å£1.50', '/', 'msg']","['Wan', 'na', 'get', 'laid', '2nite', '?', 'Want', 'real', 'Dogging', 'location', 'sent', 'direct', 'to', 'ur', 'mobile', '?', 'Join', 'the', 'UK', ""'s"", 'largest', 'Dogging', 'Network', '.', 'Txt', 'PARK', 'to', '69696', 'now', '!', 'Nyt', '.', 'ec2a', '.', '3lp', 'å£1.50/msg']","['Wanna', 'get', 'lay', '2nite', '?', 'want', 'real', 'dog', 'location', 'send', 'direct', 'to', 'ur', 'mobile', '?', 'join', 'the', 'UK', ""'s"", 'large', 'Dogging', 'Network', '.', 'txt', 'PARK', 'to', '69696', 'now', '!', 'nyt', '.', 'ec2a', '.', '3lp', 'å£1.50', '/', 'msg']"
2669,spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,,,,130,"['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'response', 'to', 'our', 'offer', 'of', 'a', 'new', 'nokia', 'fone', 'and', 'camcorder', 'hit', 'reply', 'or', 'call', '08000930705', 'for', 'delivery']","['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'response', 'to', 'our', 'offer', 'of', 'a', 'new', 'nokia', 'fone', 'and', 'camcorder', 'hit', 'reply', 'or', 'call', '08000930705', 'for', 'delivery']","['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'response', 'to', 'our', 'offer', 'of', 'a', 'new', 'nokia', 'fone', 'and', 'camcorder', 'hit', 'reply', 'or', 'call', '08000930705', 'for', 'delivery']","['we', 'try', 'to', 'contact', 'you', 're', 'your', 'response', 'to', 'our', 'offer', 'of', 'a', 'new', 'nokia', 'fone', 'and', 'camcorder', 'hit', 'reply', 'or', 'call', '08000930705', 'for', 'delivery']"
2670,ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,,,,117,"['Yes', '.', 'They', 'replied', 'my', 'mail', '.', 'I', ""'m"", 'going', 'to', 'the', 'management', 'office', 'later', '.', 'Plus', 'will', 'in', 'to', 'bank', 'later', 'also.or', 'on', 'wednesday', '.']","['Yes', '.', 'They', 'replied', 'my', 'mail', '.', 'I', ""'m"", 'going', 'to', 'the', 'management', 'office', 'later', '.', 'Plus', 'will', 'in', 'to', 'bank', 'later', 'also.or', 'on', 'wednesday', '.']","['Yes', '.', 'They', 'replied', 'my', 'mail', '.', 'I', ""'m"", 'going', 'to', 'the', 'management', 'office', 'later', '.', 'Plus', 'will', 'in', 'to', 'bank', 'later', 'also.or', 'on', 'wednesday', '.']","['yes', '.', 'they', 'reply', 'my', 'mail', '.', 'I', 'be', 'go', 'to', 'the', 'management', 'office', 'later', '.', 'plus', 'will', 'in', 'to', 'bank', 'later', 'also.or', 'on', 'wednesday', '.']"
2671,ham,"That's cool, I'll come by like  &lt;#&gt; ish",,,,45,"['That', ""'s"", 'cool', ',', 'I', ""'ll"", 'come', 'by', 'like', '&', 'lt', ';', '#', '&', 'gt', ';', 'ish']","['That', ""'s"", 'cool', ',', 'I', ""'ll"", 'come', 'by', 'like', ' ', '&', 'lt;#&gt', ';', 'ish']","['That', ""'s"", 'cool', ',', 'I', ""'ll"", 'come', 'by', 'like', '&', 'lt', ';', '#', '&', 'gt', ';', 'ish']","['that', 'be', 'cool', ',', 'I', 'will', 'come', 'by', 'like', ' ', '&', 'lt;#&gt', ';', 'ish']"
2672,ham,Super msg da:)nalla timing.,,,,27,"['Super', 'msg', 'da', ':', ')', 'nalla', 'timing', '.']","['Super', 'msg', 'da:)nalla', 'timing', '.']","['Super', 'msg', 'da', ':', ')', 'nalla', 'timing', '.']","['Super', 'msg', 'da:)nalla', 'timing', '.']"
2673,ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",,,,153,"['Good', 'afternoon', ',', 'my', 'boytoy', '...', 'How', 'are', 'you', 'feeling', 'today', '?', 'Better', 'I', 'hope', '?', 'Are', 'you', 'being', 'my', 'good', 'boy', '?', 'Are', 'you', 'my', 'obedient', ',', 'slave', '?', 'Do', 'you', 'please', 'your', 'Queen', '?']","['Good', 'afternoon', ',', 'my', 'boytoy', '...', 'How', 'are', 'you', 'feeling', 'today', '?', 'Better', 'I', 'hope', '?', 'Are', 'you', 'being', 'my', 'good', 'boy', '?', 'Are', 'you', 'my', 'obedient', ',', 'slave', '?', 'Do', 'you', 'please', 'your', 'Queen', '?']","['Good', 'afternoon', ',', 'my', 'boytoy', '...', 'How', 'are', 'you', 'feeling', 'today', '?', 'Better', 'I', 'hope', '?', 'Are', 'you', 'being', 'my', 'good', 'boy', '?', 'Are', 'you', 'my', 'obedient', ',', 'slave', '?', 'Do', 'you', 'please', 'your', 'Queen', '?']","['good', 'afternoon', ',', 'my', 'boytoy', '...', 'how', 'be', 'you', 'feel', 'today', '?', 'well', 'I', 'hope', '?', 'be', 'you', 'be', 'my', 'good', 'boy', '?', 'be', 'you', 'my', 'obedient', ',', 'slave', '?', 'do', 'you', 'please', 'your', 'queen', '?']"
2674,ham,I am 6 ft. We will be a good combination!,,,,41,"['I', 'am', '6', 'ft.', 'We', 'will', 'be', 'a', 'good', 'combination', '!']","['I', 'am', '6', 'ft', '.', 'We', 'will', 'be', 'a', 'good', 'combination', '!']","['I', 'am', '6', 'ft.', 'We', 'will', 'be', 'a', 'good', 'combination', '!']","['I', 'be', '6', 'ft', '.', 'we', 'will', 'be', 'a', 'good', 'combination', '!']"
2675,ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,,136,"['I', ""'m"", 'sick', '!', '!', 'I', ""'m"", 'needy', '!', '!', 'I', 'want', 'you', '!', '!', '*', 'pouts', '*', '*', 'stomps', 'feet', '*', 'Where', 'are', 'you', '?', '!', '*', 'pouts', '*', '*', 'stomps', 'feet', '*', 'I', 'want', 'my', 'slave', '!', '!', 'I', 'want', 'him', 'now', '!', '!']","['I', ""'m"", 'sick', '!', '!', 'I', ""'m"", 'needy', '!', '!', 'I', 'want', 'you', '!', '!', '*', 'pouts', '*', '*', 'stomps', 'feet', '*', 'Where', 'are', 'you', '?', '!', '*', 'pouts', '*', '*', 'stomps', 'feet', '*', 'I', 'want', 'my', 'slave', '!', '!', 'I', 'want', 'him', 'now', '!', '!']","['I', ""'m"", 'sick', '!', '!', 'I', ""'m"", 'needy', '!', '!', 'I', 'want', 'you', '!', '!', '*', 'pout', '*', '*', 'stomp', 'foot', '*', 'Where', 'are', 'you', '?', '!', '*', 'pout', '*', '*', 'stomp', 'foot', '*', 'I', 'want', 'my', 'slave', '!', '!', 'I', 'want', 'him', 'now', '!', '!']","['I', 'be', 'sick', '!', '!', 'I', 'be', 'needy', '!', '!', 'I', 'want', 'you', '!', '!', '*', 'pout', '*', '*', 'stomp', 'foot', '*', 'where', 'be', 'you', '?', '!', '*', 'pout', '*', '*', 'stomp', 'foot', '*', 'I', 'want', 'my', 'slave', '!', '!', 'I', 'want', 'he', 'now', '!', '!']"
2676,ham,* Am on a train back from northampton so i'm afraid not!,,,,56,"['*', 'Am', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', 'i', ""'m"", 'afraid', 'not', '!']","['*', 'Am', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', 'i', ""'m"", 'afraid', 'not', '!']","['*', 'Am', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', 'i', ""'m"", 'afraid', 'not', '!']","['*', 'be', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', 'I', 'be', 'afraid', 'not', '!']"
2677,ham,Where in abj are you serving. Are you staying with dad or alone.,,,,64,"['Where', 'in', 'abj', 'are', 'you', 'serving', '.', 'Are', 'you', 'staying', 'with', 'dad', 'or', 'alone', '.']","['Where', 'in', 'abj', 'are', 'you', 'serving', '.', 'Are', 'you', 'staying', 'with', 'dad', 'or', 'alone', '.']","['Where', 'in', 'abj', 'are', 'you', 'serving', '.', 'Are', 'you', 'staying', 'with', 'dad', 'or', 'alone', '.']","['where', 'in', 'abj', 'be', 'you', 'serve', '.', 'be', 'you', 'stay', 'with', 'dad', 'or', 'alone', '.']"
2678,ham,Was playng 9 doors game and gt racing on phone lol,,,,50,"['Was', 'playng', '9', 'doors', 'game', 'and', 'gt', 'racing', 'on', 'phone', 'lol']","['Was', 'playng', '9', 'doors', 'game', 'and', 'gt', 'racing', 'on', 'phone', 'lol']","['Was', 'playng', '9', 'door', 'game', 'and', 'gt', 'racing', 'on', 'phone', 'lol']","['be', 'playng', '9', 'door', 'game', 'and', 'gt', 'race', 'on', 'phone', 'lol']"
2679,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",,,,136,"['New', 'Tones', 'This', 'week', 'include', ':', '1', ')', 'McFly-All', 'Ab', '..', ',', '2', ')', 'Sara', 'Jorge-Shock', '..', '3', ')', 'Will', 'Smith-Switch', '..', 'To', 'order', 'follow', 'instructions', 'on', 'next', 'message']","['New', 'Tones', 'This', 'week', 'include', ':', '1)McFly', '-', 'All', 'Ab', '..', ',', '2', ')', 'Sara', 'Jorge', '-', 'Shock', '..', '3', ')', 'Will', 'Smith', '-', 'Switch', '..', 'To', 'order', 'follow', 'instructions', 'on', 'next', 'message']","['New', 'Tones', 'This', 'week', 'include', ':', '1', ')', 'McFly-All', 'Ab', '..', ',', '2', ')', 'Sara', 'Jorge-Shock', '..', '3', ')', 'Will', 'Smith-Switch', '..', 'To', 'order', 'follow', 'instruction', 'on', 'next', 'message']","['New', 'Tones', 'this', 'week', 'include', ':', '1)mcfly', '-', 'all', 'Ab', '..', ',', '2', ')', 'Sara', 'Jorge', '-', 'Shock', '..', '3', ')', 'will', 'Smith', '-', 'Switch', '..', 'to', 'order', 'follow', 'instruction', 'on', 'next', 'message']"
